Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy,Type
0.7172,0.2233,0.816,0.2078,0.4257,0.0,0.5197,NuSVC
0.3606,0.1167,0.4093,0.0573,0.2184,0.3333,0.263,NuSVC
0.7144,0.01,0.8553,0.0116,0.0925,0.0,0.4327,NuSVC
0.6917,0.1933,0.7913,0.172,0.3884,0.1667,0.4923,NuSVC
0.8461,0.51,0.9133,0.5245,0.6822,0.5,0.7117,NuSVC
0.435,0.19,0.484,0.1007,0.3027,0.8333,0.337,NuSVC
0.6,0.1667,0.6867,0.1232,0.3379,0.6667,0.4267,NuSVC
0.8928,0.8762,0.8978,0.7924,0.8869,0.1667,0.887,NuSVC
0.7039,0.1405,0.8754,0.1818,0.3504,0.0,0.5079,NuSVC
0.7311,0.1929,0.8949,0.2496,0.4139,0.0,0.5439,NuSVC
0.3361,0.4786,0.2928,0.2518,0.3743,0.5,0.3857,NuSVC
0.5444,0.0119,0.7065,0.012,0.0884,0.5,0.3592,NuSVC
0.5411,0.1833,0.65,0.1571,0.3451,0.3333,0.4167,NuSVC
0.2206,0.4762,0.1428,0.2219,0.2607,0.6667,0.3095,NuSVC
0.5206,0.3833,0.5623,0.2715,0.4637,0.1667,0.4728,NuSVC
0.5239,0.4619,0.5428,0.3115,0.5003,0.3333,0.5023,NuSVC
0.96,0.6167,0.9981,0.7527,0.7832,0.1667,0.8074,NuSVC
0.6761,0.1833,0.7309,0.1017,0.366,0.3333,0.4571,NuSVC
0.7589,0.1278,0.829,0.097,0.3251,0.0,0.4784,NuSVC
0.72,0.4444,0.7506,0.2398,0.5734,0.0,0.5975,NuSVC
0.7906,0.5167,0.821,0.3297,0.6504,0.1667,0.6688,NuSVC
0.7567,0.1778,0.821,0.127,0.3804,0.1667,0.4994,NuSVC
0.6483,0.4111,0.6747,0.1893,0.5258,0.0,0.5429,NuSVC
0.7367,0.3389,0.7809,0.2042,0.5134,0.1667,0.5599,NuSVC
0.5822,0.3444,0.6086,0.1403,0.4537,0.0,0.4765,NuSVC
0.9383,0.69,0.988,0.7886,0.8255,0.3333,0.839,NuSVC
0.7594,0.12,0.8873,0.1412,0.3235,0.0,0.5037,NuSVC
0.755,0.0633,0.8933,0.0793,0.2377,0.0,0.4783,NuSVC
0.6411,0.48,0.6733,0.3084,0.5685,0.3333,0.5767,NuSVC
0.4161,0.2667,0.446,0.132,0.3444,0.5,0.3563,NuSVC
0.66,0.3467,0.7227,0.2537,0.5005,0.0,0.5347,NuSVC
0.63,0.4567,0.6647,0.2915,0.5508,0.3333,0.5607,NuSVC
0.5744,0.4467,0.6,0.26,0.5176,0.5,0.5233,NuSVC
0.6539,0.1433,0.756,0.121,0.3253,0.0,0.4497,NuSVC
0.9517,0.8643,0.9783,0.8929,0.9195,0.3333,0.9213,NuSVC
0.4806,0.3905,0.508,0.2597,0.4452,0.5,0.4492,NuSVC
0.5856,0.131,0.7239,0.1285,0.3078,0.0,0.4274,NuSVC
0.4739,0.1857,0.5616,0.1415,0.3229,0.5,0.3737,NuSVC
0.7972,0.2357,0.9681,0.3495,0.4747,0.5,0.6019,NuSVC
0.5956,0.3238,0.6783,0.272,0.4686,0.3333,0.501,NuSVC
0.4211,0.3714,0.4362,0.2304,0.4024,1.0,0.4038,NuSVC
0.4272,0.3738,0.4435,0.2333,0.4066,0.3333,0.4086,NuSVC
0.6944,0.2786,0.821,0.2981,0.4778,0.5,0.5498,NuSVC
0.9689,0.6889,1.0,0.8158,0.83,0.1667,0.8444,NuSVC
0.8611,0.2278,0.9315,0.2471,0.4604,0.0,0.5796,NuSVC
0.8628,0.0111,0.9574,0.0153,0.084,0.0,0.4843,NuSVC
0.6406,0.3222,0.6759,0.1525,0.4661,0.3333,0.4991,NuSVC
0.6306,0.1278,0.6864,0.0655,0.2959,0.0,0.4071,NuSVC
0.7856,0.0556,0.8667,0.049,0.2188,0.0,0.4611,NuSVC
0.5089,0.3444,0.5272,0.123,0.4259,0.6667,0.4358,NuSVC
0.8183,0.2778,0.8784,0.2343,0.4932,0.0,0.5781,NuSVC
0.7694,0.2111,0.8315,0.1547,0.4189,0.0,0.5213,NuSVC
0.9728,0.8367,1.0,0.9106,0.9145,0.3333,0.9183,NuSVC
0.7511,0.1133,0.8787,0.1316,0.3137,0.1667,0.496,NuSVC
0.7956,0.1367,0.9273,0.1822,0.3559,0.6667,0.532,NuSVC
0.5661,0.3533,0.6087,0.2151,0.4637,0.6667,0.481,NuSVC
0.5033,0.31,0.542,0.1723,0.4099,0.1667,0.426,NuSVC
0.6444,0.14,0.7453,0.1161,0.3227,0.0,0.4427,NuSVC
0.5483,0.6433,0.5293,0.3218,0.5833,0.1667,0.5863,NuSVC
0.5411,0.3733,0.5747,0.2144,0.4631,1.0,0.474,NuSVC
0.6461,0.1233,0.7507,0.104,0.3042,0.0,0.437,NuSVC
0.9656,0.8714,0.9942,0.9216,0.9306,0.1667,0.9328,NuSVC
0.605,0.1976,0.729,0.1886,0.3782,0.1667,0.4633,NuSVC
0.7294,0.2381,0.879,0.2911,0.4575,0.0,0.5585,NuSVC
0.3639,0.6762,0.2688,0.3315,0.4263,0.6667,0.4725,NuSVC
0.6161,0.3405,0.7,0.2919,0.487,0.5,0.5202,NuSVC
0.6811,0.2595,0.8094,0.2745,0.4575,0.0,0.5345,NuSVC
0.5517,0.6333,0.5268,0.3975,0.5776,0.3333,0.5801,NuSVC
0.4522,0.5738,0.4152,0.3281,0.4879,0.3333,0.4945,NuSVC
0.5967,0.219,0.7116,0.2029,0.394,0.0,0.4653,NuSVC
0.9628,0.2556,1.0,0.407,0.5055,0.1667,0.6278,NuSVC
0.7261,0.2889,0.7491,0.0954,0.4641,0.0,0.519,NuSVC
0.5544,0.05,0.581,0.0109,0.1656,0.1667,0.3155,NuSVC
0.9506,0.0111,1.0,0.0219,0.0861,0.0,0.5056,NuSVC
0.8714,0.0,0.9173,0.0,0.0,0.0,0.4586,NuSVC
0.7044,0.2444,0.7287,0.0765,0.422,0.0,0.4865,NuSVC
0.9492,0.0,0.9991,0.0,0.0,0.0,0.4996,NuSVC
0.9336,0.1889,0.9728,0.2214,0.4286,0.3333,0.5808,NuSVC
0.8956,0.1333,0.9357,0.1134,0.3532,0.0,0.5345,NuSVC
0.965,0.59,0.9991,0.7374,0.7677,0.5,0.7945,NuSVC
0.7111,0.3333,0.7455,0.1612,0.4983,0.5,0.5394,NuSVC
0.8808,0.0167,0.9594,0.0227,0.1219,0.0,0.488,NuSVC
0.5522,0.6167,0.5464,0.1869,0.5803,0.8333,0.5815,NuSVC
0.8883,0.05,0.9645,0.0695,0.2196,0.0,0.5073,NuSVC
0.925,0.11,0.9991,0.1961,0.3309,0.0,0.5545,NuSVC
0.9142,0.08,0.99,0.1342,0.2802,0.0,0.535,NuSVC
0.9367,0.2433,0.9997,0.389,0.4916,0.0,0.6215,NuSVC
0.2478,0.5833,0.2173,0.1144,0.3559,0.1667,0.4003,NuSVC
0.9764,0.8,0.9997,0.8877,0.8943,0.1667,0.8998,NuSVC
0.6769,0.2929,0.7277,0.1745,0.4613,0.1667,0.5103,NuSVC
0.7181,0.3524,0.7664,0.2258,0.5196,0.1667,0.5594,NuSVC
0.3658,0.5381,0.3431,0.1652,0.4294,0.5,0.4406,NuSVC
0.3981,0.3643,0.4025,0.1237,0.3822,0.0,0.3834,NuSVC
0.6383,0.1476,0.7031,0.087,0.3186,0.3333,0.4254,NuSVC
0.8347,0.0786,0.9346,0.0995,0.2703,0.3333,0.5066,NuSVC
0.7586,0.0929,0.8465,0.0824,0.2804,0.0,0.4697,NuSVC
0.7789,0.219,0.8528,0.1877,0.4322,0.0,0.5359,NuSVC
0.9572,0.1444,1.0,0.2521,0.3795,0.0,0.5722,NuSVC
0.9436,0.0111,0.9927,0.0196,0.0858,0.0,0.5019,NuSVC
0.9394,0.0,0.9889,0.0,0.0,0.0,0.4944,NuSVC
0.8456,0.2889,0.8749,0.1577,0.5026,0.3333,0.5819,NuSVC
0.5625,0.3833,0.5719,0.0807,0.4681,0.1667,0.4776,NuSVC
0.9483,0.0,0.9982,0.0,0.0,0.0,0.4991,NuSVC
0.7497,0.1889,0.7792,0.0705,0.3834,0.3333,0.4841,NuSVC
0.7769,0.2111,0.8067,0.0869,0.4125,0.0,0.5089,NuSVC
0.8961,0.1667,0.9345,0.14,0.3937,0.0,0.5506,NuSVC
0.9728,0.6733,1.0,0.8046,0.8205,0.5,0.8367,NuSVC
0.8772,0.1967,0.9391,0.211,0.4264,0.1667,0.5679,NuSVC
0.8964,0.0933,0.9694,0.1305,0.3004,0.0,0.5314,NuSVC
0.6269,0.55,0.6339,0.1967,0.5891,0.6667,0.592,NuSVC
0.7167,0.21,0.7627,0.11,0.4002,0.5,0.4864,NuSVC
0.65,0.0933,0.7006,0.0426,0.2557,0.0,0.397,NuSVC
0.5836,0.55,0.5867,0.1805,0.568,0.1667,0.5683,NuSVC
0.6533,0.4367,0.673,0.1735,0.5421,0.3333,0.5548,NuSVC
0.8103,0.13,0.8721,0.1025,0.3349,0.0,0.5011,NuSVC
0.9683,0.7333,0.9994,0.8427,0.8555,0.5,0.8664,NuSVC
0.5792,0.0667,0.6469,0.0356,0.2076,0.0,0.3568,NuSVC
0.7336,0.0357,0.8258,0.0298,0.1652,0.3333,0.4308,NuSVC
0.4306,0.7667,0.3862,0.239,0.5441,0.6667,0.5764,NuSVC
0.7803,0.3071,0.8428,0.2462,0.5088,0.5,0.575,NuSVC
0.7394,0.1881,0.8123,0.1446,0.3903,0.1667,0.5002,NuSVC
0.5175,0.7095,0.4921,0.2557,0.5909,0.5,0.6008,NuSVC
0.5769,0.6071,0.573,0.2509,0.5897,0.8333,0.59,NuSVC
0.8239,0.5024,0.8664,0.3998,0.6597,0.0,0.6844,NuSVC
0.9553,0.1056,1.0,0.1895,0.3215,0.1667,0.5528,NuSVC
0.8883,0.0778,0.931,0.065,0.2687,0.0,0.5044,NuSVC
0.9061,0.0944,0.9488,0.0914,0.2984,0.0,0.5216,NuSVC
0.9106,0.0278,0.957,0.0298,0.1571,0.0,0.4924,NuSVC
0.8528,0.1722,0.8886,0.1026,0.3817,0.0,0.5304,NuSVC
0.8756,0.0278,0.9202,0.0219,0.1581,0.0,0.474,NuSVC
0.785,0.1056,0.8208,0.0468,0.2935,0.1667,0.4632,NuSVC
0.9181,0.0333,0.9646,0.04,0.1466,0.0,0.499,NuSVC
0.8908,0.0167,0.9368,0.015,0.125,0.3333,0.4768,NuSVC
0.9739,0.6867,1.0,0.8142,0.8286,0.5,0.8433,NuSVC
0.83,0.0267,0.903,0.0257,0.153,0.0,0.4648,NuSVC
0.9017,0.03,0.9809,0.0477,0.1671,0.0,0.5055,NuSVC
0.6497,0.2567,0.6855,0.1089,0.4194,0.1667,0.4711,NuSVC
0.8653,0.0833,0.9364,0.0946,0.2778,0.1667,0.5098,NuSVC
0.8089,0.05,0.8779,0.0418,0.2095,0.0,0.4639,NuSVC
0.7603,0.3867,0.7942,0.212,0.5541,0.5,0.5905,NuSVC
0.8136,0.2233,0.8673,0.1658,0.4383,0.0,0.5453,NuSVC
0.8653,0.1533,0.93,0.1584,0.3755,0.3333,0.5417,NuSVC
0.9792,0.8238,0.9997,0.9022,0.9075,0.5,0.9117,NuSVC
0.8542,0.081,0.9563,0.1147,0.2782,0.0,0.5186,NuSVC
0.7378,0.1738,0.8123,0.1339,0.3757,0.3333,0.493,NuSVC
0.5689,0.4119,0.5896,0.1822,0.4925,0.6667,0.5008,NuSVC
0.7225,0.3738,0.7686,0.2392,0.5359,0.0,0.5712,NuSVC
0.7772,0.2738,0.8437,0.2227,0.4804,0.0,0.5588,NuSVC
0.5214,0.5071,0.5233,0.1986,0.5151,0.1667,0.5152,NuSVC
0.5153,0.4286,0.5267,0.171,0.4751,0.6667,0.4777,NuSVC
0.7006,0.1762,0.7698,0.1209,0.3679,0.8333,0.473,NuSVC
0.9067,0.0722,0.9994,0.1338,0.2669,0.1667,0.5358,GaussianNB
0.8494,0.0,0.9438,0.0,0.0,0.0,0.4719,GaussianNB
0.8994,0.0,0.9994,0.0,0.0,0.0,0.4997,GaussianNB
0.8994,0.0,0.9994,0.0,0.0,0.0,0.4997,GaussianNB
0.9,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.8817,0.0,0.9796,0.0,0.0,0.0,0.4898,GaussianNB
0.8989,0.0,0.9988,0.0,0.0,0.0,0.4994,GaussianNB
0.8794,0.05,0.9716,0.0752,0.2147,0.0,0.5108,GaussianNB
0.8961,0.0,0.9957,0.0,0.0,0.0,0.4978,GaussianNB
0.8606,0.3233,0.968,0.4363,0.5593,0.0,0.6457,GaussianNB
0.7422,0.2233,0.846,0.2253,0.4315,0.3333,0.5347,GaussianNB
0.8228,0.02,0.9833,0.0358,0.1322,0.0,0.5017,GaussianNB
0.8333,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.7383,0.0,0.886,0.0,0.0,0.0,0.443,GaussianNB
0.8333,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.8272,0.07,0.9787,0.1177,0.2549,0.0,0.5243,GaussianNB
0.8211,0.06,0.9733,0.1006,0.2417,0.0,0.5167,GaussianNB
0.8333,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.8294,0.6881,0.8725,0.6537,0.7747,0.1667,0.7803,GaussianNB
0.7656,0.0,0.9986,0.0,0.0,0.0,0.4993,GaussianNB
0.7228,0.081,0.9181,0.1199,0.2724,0.5,0.4995,GaussianNB
0.6933,0.1381,0.8623,0.1738,0.3435,0.0,0.5002,GaussianNB
0.6728,0.1357,0.8362,0.1622,0.336,0.1667,0.486,GaussianNB
0.745,0.1262,0.9333,0.1876,0.3431,0.1667,0.5298,GaussianNB
0.7589,0.0,0.9899,0.0,0.0,0.0,0.4949,GaussianNB
0.7044,0.1143,0.8841,0.1527,0.3175,0.0,0.4992,GaussianNB
0.7511,0.0429,0.9667,0.0743,0.202,0.0,0.5048,GaussianNB
0.9,0.1278,0.9858,0.204,0.3548,0.0,0.5568,GaussianNB
0.8633,0.0222,0.9568,0.029,0.0838,0.0,0.4895,GaussianNB
0.8828,0.0111,0.9796,0.0173,0.06,0.0,0.4954,GaussianNB
0.8894,0.0056,0.9877,0.0094,0.0426,0.0,0.4966,GaussianNB
0.9017,0.0444,0.9969,0.0827,0.2096,0.0,0.5207,GaussianNB
0.8983,0.0056,0.9975,0.0103,0.0429,0.0,0.5015,GaussianNB
0.8994,0.05,0.9938,0.0905,0.2229,0.0,0.5219,GaussianNB
0.8956,0.0278,0.992,0.0476,0.0958,0.0,0.5099,GaussianNB
0.8994,0.05,0.9938,0.0905,0.2229,0.0,0.5219,GaussianNB
0.8361,0.25,0.9533,0.3395,0.4877,0.0,0.6017,GaussianNB
0.7972,0.0267,0.9513,0.0418,0.1586,0.0,0.489,GaussianNB
0.8267,0.01,0.99,0.0189,0.0995,0.0,0.5,GaussianNB
0.8111,0.1267,0.948,0.1828,0.3464,0.3333,0.5373,GaussianNB
0.8222,0.0033,0.986,0.0063,0.0332,0.0,0.4947,GaussianNB
0.8333,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.8344,0.02,0.9973,0.0387,0.1412,0.0,0.5087,GaussianNB
0.83,0.0033,0.9953,0.0064,0.0332,0.0,0.4993,GaussianNB
0.8211,0.0,0.9853,0.0,0.0,0.0,0.4927,GaussianNB
0.7828,0.3762,0.9065,0.4466,0.5831,0.5,0.6414,GaussianNB
0.59,0.2619,0.6899,0.2297,0.4249,0.0,0.4759,GaussianNB
0.74,0.0,0.9652,0.0,0.0,0.0,0.4826,GaussianNB
0.7422,0.0976,0.9384,0.1502,0.3026,0.0,0.518,GaussianNB
0.7333,0.0857,0.9304,0.1291,0.277,0.0,0.5081,GaussianNB
0.6156,0.0976,0.7732,0.1059,0.2726,0.0,0.4354,GaussianNB
0.7339,0.0571,0.9399,0.0913,0.2317,0.0,0.4985,GaussianNB
0.6711,0.0667,0.8551,0.0856,0.2363,0.3333,0.4609,GaussianNB
0.7739,0.1024,0.9783,0.1746,0.3159,0.3333,0.5403,GaussianNB
0.9072,0.0778,0.9994,0.1408,0.2707,0.0,0.5386,GaussianNB
0.8961,0.0333,0.992,0.0577,0.1713,0.0,0.5127,GaussianNB
0.8978,0.0,0.9975,0.0,0.0,0.0,0.4988,GaussianNB
0.8478,0.05,0.9364,0.0624,0.2111,0.0,0.4932,GaussianNB
0.8739,0.0167,0.9691,0.0258,0.1271,0.0,0.4929,GaussianNB
0.8433,0.05,0.9315,0.0603,0.2158,0.0,0.4907,GaussianNB
0.8778,0.0333,0.9716,0.0494,0.1466,0.0,0.5025,GaussianNB
0.8994,0.0056,0.9988,0.0106,0.043,0.0,0.5022,GaussianNB
0.8878,0.0111,0.9852,0.0188,0.0853,0.0,0.4981,GaussianNB
0.875,0.29,0.992,0.4357,0.5358,0.0,0.641,GaussianNB
0.8072,0.03,0.9627,0.0494,0.1657,0.0,0.4963,GaussianNB
0.8222,0.0233,0.982,0.0419,0.1506,0.0,0.5027,GaussianNB
0.7528,0.0967,0.884,0.1159,0.2905,0.0,0.4903,GaussianNB
0.8178,0.0033,0.9807,0.0062,0.0331,0.0,0.492,GaussianNB
0.8256,0.0567,0.9793,0.0975,0.2348,0.0,0.518,GaussianNB
0.7794,0.2767,0.88,0.2958,0.4934,0.1667,0.5783,GaussianNB
0.8167,0.02,0.976,0.0351,0.1397,0.0,0.498,GaussianNB
0.7428,0.0333,0.8847,0.0423,0.1659,0.0,0.459,GaussianNB
0.7756,0.2857,0.9246,0.3726,0.5139,0.1667,0.6052,GaussianNB
0.7,0.0667,0.8928,0.0939,0.2436,0.0,0.4797,GaussianNB
0.7422,0.1286,0.929,0.1889,0.3454,0.0,0.5288,GaussianNB
0.6883,0.1762,0.8442,0.2085,0.3848,0.0,0.5102,GaussianNB
0.6944,0.1381,0.8638,0.1742,0.3453,0.0,0.5009,GaussianNB
0.6794,0.0619,0.8674,0.0827,0.2314,0.0,0.4646,GaussianNB
0.6722,0.1833,0.821,0.2064,0.387,0.0,0.5022,GaussianNB
0.7167,0.0881,0.908,0.1269,0.2828,0.1667,0.498,GaussianNB
0.7456,0.0476,0.958,0.0801,0.2111,0.0,0.5028,GaussianNB
0.9511,0.0222,1.0,0.043,0.1217,0.0,0.5111,GaussianNB
0.9497,0.0,0.9997,0.0,0.0,0.0,0.4999,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9436,0.0,0.9933,0.0,0.0,0.0,0.4966,GaussianNB
0.9389,0.0222,0.9871,0.0346,0.1209,0.0,0.5047,GaussianNB
0.9467,0.0,0.9965,0.0,0.0,0.0,0.4982,GaussianNB
0.9392,0.3267,0.9948,0.469,0.5673,0.5,0.6608,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9161,0.0233,0.9973,0.0442,0.1518,0.0,0.5103,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9161,0.0333,0.9964,0.062,0.1818,0.0,0.5148,GaussianNB
0.9197,0.0367,1.0,0.0698,0.1825,0.0,0.5183,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9286,0.1433,1.0,0.2488,0.3749,0.0,0.5717,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9244,0.3714,0.9975,0.5343,0.6087,0.1667,0.6845,GaussianNB
0.8419,0.1976,0.927,0.2259,0.4279,0.1667,0.5623,GaussianNB
0.8928,0.081,1.0,0.1498,0.2845,0.1667,0.5405,GaussianNB
0.8831,0.0048,0.9991,0.0093,0.0398,0.0,0.5019,GaussianNB
0.8133,0.0452,0.9148,0.0533,0.2013,0.0,0.48,GaussianNB
0.8889,0.0667,0.9975,0.1228,0.2578,0.0,0.5321,GaussianNB
0.885,0.0143,1.0,0.028,0.0976,0.0,0.5071,GaussianNB
0.7533,0.2238,0.8233,0.1743,0.4286,0.1667,0.5235,GaussianNB
0.8833,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9497,0.0,0.9997,0.0,0.0,0.0,0.4999,GaussianNB
0.9475,0.0389,0.9953,0.0682,0.1916,0.0,0.5171,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9292,0.0444,0.9757,0.0591,0.2074,0.0,0.5101,GaussianNB
0.9436,0.0056,0.993,0.0089,0.0428,0.0,0.4993,GaussianNB
0.9481,0.0,0.998,0.0,0.0,0.0,0.499,GaussianNB
0.9228,0.0,0.9713,0.0,0.0,0.0,0.4857,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9283,0.1467,0.9994,0.2538,0.382,0.0,0.573,GaussianNB
0.9108,0.0733,0.987,0.1188,0.2648,0.0,0.5302,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9164,0.0833,0.9921,0.1425,0.2871,0.0,0.5377,GaussianNB
0.8839,0.0067,0.9636,0.0093,0.0462,0.0,0.4852,GaussianNB
0.9167,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9031,0.1,0.9761,0.1453,0.3088,0.0,0.538,GaussianNB
0.8967,0.0533,0.9733,0.0793,0.2276,0.0,0.5133,GaussianNB
0.9172,0.0067,1.0,0.0132,0.0667,0.0,0.5033,GaussianNB
0.9003,0.2119,0.9912,0.3312,0.458,0.0,0.6015,GaussianNB
0.8639,0.019,0.9755,0.0308,0.1237,0.0,0.4973,GaussianNB
0.8106,0.0952,0.905,0.1053,0.2929,0.1667,0.5001,GaussianNB
0.6969,0.1619,0.7676,0.1107,0.352,0.1667,0.4648,GaussianNB
0.8744,0.0333,0.9855,0.0584,0.181,0.0,0.5094,GaussianNB
0.8833,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.8833,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.805,0.1262,0.8947,0.1313,0.3359,0.0,0.5104,GaussianNB
0.8872,0.081,0.9937,0.1407,0.2736,0.0,0.5373,GaussianNB
0.9494,0.0056,0.9991,0.0108,0.043,0.0,0.5023,GaussianNB
0.9503,0.0056,1.0,0.0109,0.043,0.0,0.5028,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9308,0.0333,0.9781,0.0464,0.1806,0.0,0.5057,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9461,0.0,0.9959,0.0,0.0,0.0,0.498,GaussianNB
0.9186,0.0222,0.9658,0.0252,0.1193,0.0,0.494,GaussianNB
0.9478,0.0,0.9977,0.0,0.0,0.0,0.4988,GaussianNB
0.95,0.0,1.0,0.0,0.0,0.0,0.5,GaussianNB
0.9167,0.06,0.9945,0.1068,0.2427,0.0,0.5273,GaussianNB
0.9156,0.0033,0.9985,0.0065,0.0333,0.0,0.5009,GaussianNB
0.9161,0.0067,0.9988,0.0131,0.0666,0.0,0.5027,GaussianNB
0.9106,0.0,0.9933,0.0,0.0,0.0,0.4967,GaussianNB
0.9125,0.0,0.9955,0.0,0.0,0.0,0.4977,GaussianNB
0.9175,0.01,1.0,0.0198,0.1,0.0,0.505,GaussianNB
0.9081,0.01,0.9897,0.018,0.0575,0.0,0.4998,GaussianNB
0.9036,0.0133,0.9845,0.023,0.0937,0.0,0.4989,GaussianNB
0.9139,0.0033,0.9967,0.0065,0.0333,0.0,0.5,GaussianNB
0.8892,0.0786,0.9962,0.1419,0.2798,0.0,0.5374,GaussianNB
0.8625,0.0286,0.9726,0.0461,0.1643,0.0,0.5006,GaussianNB
0.8511,0.0143,0.9616,0.0219,0.1172,0.0,0.488,GaussianNB
0.8678,0.0714,0.973,0.1119,0.2636,0.0,0.5222,GaussianNB
0.8717,0.0667,0.978,0.1083,0.255,0.0,0.5223,GaussianNB
0.8817,0.0333,0.9937,0.0617,0.1818,0.0,0.5135,GaussianNB
0.7783,0.0786,0.8708,0.0765,0.2616,0.0,0.4747,GaussianNB
0.8658,0.0619,0.972,0.0974,0.2437,0.0,0.517,GaussianNB
0.8786,0.0071,0.9937,0.0136,0.0842,0.0,0.5004,GaussianNB
0.9478,0.6833,0.9772,0.723,0.8161,0.5,0.8302,KNeighborsClassifier
0.8128,0.3056,0.8691,0.2442,0.5121,0.3333,0.5873,KNeighborsClassifier
0.8622,0.0444,0.9531,0.0608,0.205,0.0,0.4988,KNeighborsClassifier
0.4717,0.3056,0.4901,0.1036,0.3856,0.5,0.3978,KNeighborsClassifier
0.7939,0.05,0.8765,0.046,0.2014,0.0,0.4633,KNeighborsClassifier
0.7039,0.1444,0.766,0.0887,0.332,0.0,0.4552,KNeighborsClassifier
0.5628,0.2944,0.5926,0.1181,0.4135,0.6667,0.4435,KNeighborsClassifier
0.7806,0.3222,0.8315,0.2263,0.5158,0.1667,0.5769,KNeighborsClassifier
0.7833,0.2,0.8481,0.1558,0.4119,0.3333,0.5241,KNeighborsClassifier
0.9633,0.8033,0.9953,0.8791,0.894,0.1667,0.8993,KNeighborsClassifier
0.5783,0.1667,0.6607,0.1168,0.3318,0.3333,0.4137,KNeighborsClassifier
0.76,0.1033,0.8913,0.1232,0.2993,0.1667,0.4973,KNeighborsClassifier
0.4561,0.06,0.5353,0.0354,0.1779,0.3333,0.2977,KNeighborsClassifier
0.6978,0.16,0.8053,0.151,0.3588,0.0,0.4827,KNeighborsClassifier
0.7206,0.1433,0.836,0.1476,0.3457,0.1667,0.4897,KNeighborsClassifier
0.7844,0.3533,0.8707,0.3523,0.5537,0.8333,0.612,KNeighborsClassifier
0.5,0.1433,0.5713,0.0873,0.2862,0.5,0.3573,KNeighborsClassifier
0.65,0.09,0.762,0.0787,0.2609,0.0,0.426,KNeighborsClassifier
0.9122,0.7571,0.9594,0.801,0.8523,0.3333,0.8583,KNeighborsClassifier
0.69,0.0714,0.8783,0.0971,0.2505,0.0,0.4748,KNeighborsClassifier
0.5528,0.0452,0.7072,0.0451,0.1752,0.5,0.3762,KNeighborsClassifier
0.3978,0.4071,0.3949,0.2399,0.4009,0.3333,0.401,KNeighborsClassifier
0.5278,0.0524,0.6725,0.0488,0.1859,0.3333,0.3624,KNeighborsClassifier
0.6039,0.1548,0.7406,0.1539,0.3375,0.3333,0.4477,KNeighborsClassifier
0.2972,0.3333,0.2862,0.1813,0.3088,0.6667,0.3098,KNeighborsClassifier
0.5506,0.4571,0.579,0.3215,0.5138,0.0,0.5181,KNeighborsClassifier
0.59,0.3214,0.6717,0.2686,0.4646,0.3333,0.4966,KNeighborsClassifier
0.9339,0.5556,0.9759,0.6236,0.734,0.1667,0.7657,KNeighborsClassifier
0.6761,0.1222,0.7377,0.0703,0.2997,0.5,0.4299,KNeighborsClassifier
0.7667,0.1667,0.8333,0.1251,0.3727,0.0,0.5,KNeighborsClassifier
0.7806,0.3056,0.8333,0.2181,0.5045,0.0,0.5694,KNeighborsClassifier
0.8261,0.3111,0.8833,0.2644,0.5237,0.0,0.5972,KNeighborsClassifier
0.7111,0.1944,0.7685,0.1181,0.385,0.3333,0.4815,KNeighborsClassifier
0.7944,0.2667,0.8531,0.2057,0.4764,0.0,0.5599,KNeighborsClassifier
0.7911,0.1778,0.8593,0.1453,0.3887,0.1667,0.5185,KNeighborsClassifier
0.6828,0.1389,0.7432,0.0803,0.3206,0.1667,0.441,KNeighborsClassifier
